DY
163
28
attr1;attr2;attr3;attr4;attr5;attr6;attr7;attr8;attr9;attr10;attr11;attr12;attr13;attr14;attr15;attr16;attr17;attr18;attr19;attr20;attr21;attr22;attr23;attr24;attr25;attr26;attr27;attr28;
1 (1).jpg;5064.3975;198762.0;180209.11;121184.71;158685.14;169352.47;131119.34;162740.64;152209.73;138846.92;138846.92;152209.73;162740.64;131119.34;169352.47;158685.14;121184.71;180209.11;198762.0;5064.3975;816106.3;83175.53;49190.695;43576.18;3123.728;671.903;172.88896;74.13209;8.0
1 (10).jpg;269634.56;280895.62;281897.56;282631.16;282956.88;284228.2;282729.75;280485.75;278767.97;277161.2;277161.2;278767.97;280485.75;282729.75;284228.2;282956.88;282631.16;281897.56;280895.62;269634.56;761253.0;110173.09;95005.73;67649.7;4497.394;1243.2211;220.86224;70.572586;1.0
1 (100).jpg;126173.48;90175.266;108019.32;132038.28;132467.9;120406.6;114383.69;115997.27;119846.06;120785.266;120785.266;119846.06;115997.27;114383.69;120406.6;132467.9;132038.28;108019.32;90175.266;126173.48;427169.62;52548.844;28890.865;18607.8;2005.0402;418.054;201.94145;86.97256;2.0
1 (101).jpg;173030.8;180459.03;203575.05;222571.25;222072.86;210307.47;205662.83;206907.5;211635.28;210705.89;210705.89;211635.28;206907.5;205662.83;210307.47;222072.86;222571.25;203575.05;180459.03;173030.8;857708.06;97598.805;60198.855;46182.83;5057.215;1055.1667;190.2781;83.72051;2.0
1 (102).jpg;195884.06;316589.84;244244.86;284675.88;251264.45;277954.44;264001.47;251155.14;278402.0;245885.83;245885.83;278402.0;251155.14;264001.47;277954.44;251264.45;284675.88;244244.86;316589.84;195884.06;665769.2;85408.52;53605.25;32551.88;1861.2205;264.17874;225.94777;51.671623;3.0
1 (103).jpg;191837.0;221399.25;270704.3;263883.75;228952.83;229924.92;262332.78;238077.72;241527.56;234167.23;234167.23;241527.56;238077.72;262332.78;229924.92;228952.83;263883.75;270704.3;221399.25;191837.0;627798.94;88319.62;54145.484;35294.13;2086.241;619.30786;225.98222;45.846737;3.0
1 (104).jpg;315385.56;311855.03;317469.97;320768.16;318459.38;319404.94;317993.16;315705.03;311835.8;308883.0;308883.0;311835.8;315705.03;317993.16;319404.94;318459.38;320768.16;317469.97;311855.03;315385.56;653806.5;80171.305;47616.5;33146.887;1733.4227;181.80261;237.5879;53.04741;4.0
1 (105).jpg;329299.38;299866.16;291967.47;302334.88;315491.47;314859.34;303822.62;296420.0;296769.4;300435.2;300435.2;296769.4;296420.0;303822.62;314859.34;315491.47;302334.88;291967.47;299866.16;329299.38;757731.75;114398.58;66241.65;48417.457;2370.9373;507.17755;228.88235;68.901146;4.0
1 (106).jpg;301862.1;301853.28;329188.4;315936.03;308593.9;317054.28;310060.03;306528.38;312508.1;304449.7;304449.7;312508.1;306528.38;310060.03;317054.28;308593.9;315936.03;329188.4;301853.28;301862.1;629890.2;88064.984;54121.766;32871.832;1491.0902;153.23566;236.79393;51.86411;4.0
1 (107).jpg;85778.54;275434.6;177264.33;209922.36;215660.53;190434.16;217057.44;190849.72;208227.77;195259.36;195259.36;208227.77;190849.72;217057.44;190434.16;215660.53;209922.36;177264.33;275434.6;85778.54;718554.75;80795.23;45511.42;30871.107;1466.3405;212.65726;199.32776;67.32521;9.0
1 (108).jpg;50588.92;167454.22;234789.75;129935.7;163346.25;190105.42;156991.05;163236.17;172174.75;161422.97;161422.97;172174.75;163236.17;156991.05;190105.42;163346.25;129935.7;234789.75;167454.22;50588.92;746726.25;85854.58;56522.2;36535.27;1952.6329;276.04822;177.17279;77.18092;9.0
1 (109).jpg;208516.69;246861.81;277566.84;260078.77;254562.72;251538.48;259726.7;260226.77;246852.89;250941.1;250941.1;246852.89;260226.77;259726.7;251538.48;254562.72;260078.77;277566.84;246861.81;208516.69;724274.5;80731.77;59014.984;31626.209;1581.9781;315.9574;218.30064;63.54083;10.0
1 (11).jpg;103136.47;215514.39;250555.6;171273.58;199258.38;223737.28;193114.39;197376.38;201557.66;202609.19;202609.19;201557.66;197376.38;193114.39;223737.28;199258.38;171273.58;250555.6;215514.39;103136.47;804466.7;121881.88;70056.96;43078.887;1281.5398;132.34375;208.07532;57.90871;12.0
1 (110).jpg;167986.81;303802.2;240791.02;247152.4;261146.67;247619.75;252514.94;245157.19;255468.2;238448.27;238448.27;255468.2;245157.19;252514.94;247619.75;261146.67;247152.4;240791.02;303802.2;167986.81;774133.0;97223.89;53013.453;36286.723;1509.853;230.60799;217.41269;60.095474;10.0
