DY
70
28
att1;att2;att3;att4;att5;att6;att7;att8;att9;att10;att11;att12;att13;att14;att15;att16;att17;att18;att19;att20;att21;att22;att23;att24;att25;att26;att27;att28
D103_01.bmp;20074.9;3434.317;-6558.4106;-11205.467;-10774.892;-7963.4893;-5636.7554;-5651.4653;-4410.0176;-3787.8057;-3787.8057;-4410.0176;-5651.4653;-5636.7554;-7963.4893;-10774.892;-11205.467;-6558.4106;3434.317;20074.9;37272.195;19946.21;33975.195;22757.13;5675.9644;1529.6758;106.2128;89.864136;0.0
D103_02.bmp;19510.809;1924.6635;-8896.905;-13750.902;-13266.077;-9980.182;-6289.4355;-4437.8633;-1172.8527;1495.2338;1495.2338;-1172.8527;-4437.8633;-6289.4355;-9980.182;-13266.077;-13750.902;-8896.905;1924.6635;19510.809;36045.965;19312.38;23948.594;17518.576;5589.756;1454.8372;104.75795;88.234436;0.0
D103_03.bmp;20135.355;3776.5073;-5149.172;-9085.433;-9861.675;-9710.045;-9179.694;-8645.311;-5532.006;-2673.235;-2673.235;-5532.006;-8645.311;-9179.694;-9710.045;-9861.675;-9085.433;-5149.172;3776.5073;20135.355;42206.887;22046.467;32317.404;21814.254;5890.0063;1569.2128;108.48675;90.71263;0.0
D103_04.bmp;19221.172;1796.5151;-7646.6836;-11471.749;-11718.817;-11105.11;-9986.744;-7947.602;-2717.0962;2156.748;2156.748;-2717.0962;-7947.602;-9986.744;-11105.11;-11718.817;-11471.749;-7646.6836;1796.5151;19221.172;37883.535;24395.266;29868.084;20884.88;5710.6924;1568.9926;106.52845;88.58924;0.0
D103_05.bmp;20060.396;3184.0332;-7899.547;-13278.1;-12965.315;-9421.797;-5771.361;-4907.4937;-3042.962;-1346.9901;-1346.9901;-3042.962;-4907.4937;-5771.361;-9421.797;-12965.315;-13278.1;-7899.547;3184.0332;20060.396;41401.09;21944.48;34881.977;20961.918;5703.866;1622.3665;111.57783;90.652435;0.0
D103_06.bmp;20390.732;3772.0872;-7085.943;-12817.174;-13516.06;-10060.552;-6305.45;-4921.917;-3212.0457;-1797.0543;-1797.0543;-3212.0457;-4921.917;-6305.45;-10060.552;-13516.06;-12817.174;-7085.943;3772.0872;20390.732;37268.19;26646.197;32994.21;21328.693;5868.7725;1567.6919;108.345;90.492836;0.0
D103_07.bmp;19715.822;2645.7815;-8780.344;-15147.429;-15272.575;-10968.805;-5775.6216;-2770.2112;383.18967;2104.9514;2104.9514;383.18967;-2770.2112;-5775.6216;-10968.805;-15272.575;-15147.429;-8780.344;2645.7815;19715.822;40130.92;22385.75;33349.09;23925.209;5898.838;1541.8353;110.60415;89.816154;0.0
D103_08.bmp;19663.803;3079.6184;-6133.969;-9789.405;-9250.081;-7678.5835;-6740.488;-7710.6646;-6601.853;-5210.4937;-5210.4937;-6601.853;-7710.6646;-6740.488;-7678.5835;-9250.081;-9789.405;-6133.969;3079.6184;19663.803;35475.797;23642.75;32748.012;20714.582;5791.892;1493.0079;101.098;88.12409;0.0
D103_09.bmp;19893.842;2652.038;-6808.664;-10625.671;-11179.785;-10524.096;-9634.322;-8227.972;-3888.7615;77.921165;77.921165;-3888.7615;-8227.972;-9634.322;-10524.096;-11179.785;-10625.671;-6808.664;2652.038;19893.842;41294.254;24814.19;39588.062;22179.906;5847.905;1588.3932;107.47795;89.76028;0.0
D103_10.bmp;20043.123;3134.1584;-7311.435;-12503.992;-12306.324;-9282.78;-6237.608;-5397.7886;-3411.6848;-1930.4323;-1930.4323;-3411.6848;-5397.7886;-6237.608;-9282.78;-12306.324;-12503.992;-7311.435;3134.1584;20043.123;39198.176;19959.404;27343.252;21299.838;5613.87;1555.831;106.997826;89.77067;0.0
D104_01.bmp;19651.826;1186.9775;-10458.608;-15605.404;-13623.062;-7137.9043;-1166.2412;553.48773;743.4822;-419.9709;-419.9709;743.4822;553.48773;-1166.2412;-7137.9043;-13623.062;-15605.404;-10458.608;1186.9775;19651.826;45351.375;23589.168;35880.332;22916.684;5689.7017;1514.5321;129.7722;91.073746;1.0
D104_02.bmp;17587.664;-3509.5457;-15903.4795;-19484.05;-14319.236;-3799.8271;4933.083;7302.2637;6656.525;3897.9697;3897.9697;6656.525;7302.2637;4933.083;-3799.8271;-14319.236;-19484.05;-15903.4795;-3509.5457;17587.664;40999.945;19416.818;31303.723;23791.684;5657.7383;1494.084;132.69795;87.514626;1.0
D104_03.bmp;18412.537;-2208.829;-14032.21;-16473.617;-11074.703;-3120.235;1990.3888;1771.5734;486.61163;-713.1331;-713.1331;486.61163;1771.5734;1990.3888;-3120.235;-11074.703;-16473.617;-14032.21;-2208.829;18412.537;42006.645;20495.877;29598.484;21130.398;5442.8604;1407.1495;130.6422;88.97999;1.0
D104_04.bmp;16419.23;-5683.7686;-17022.277;-17806.701;-10018.37;44.3545;5788.428;4973.3667;3181.0002;1234.8279;1234.8279;3181.0002;4973.3667;5788.428;44.3545;-10018.37;-17806.701;-17022.277;-5683.7686;16419.23;40787.836;19876.162;29642.145;20835.738;5219.615;1387.3966;132.45415;86.06261;1.0
D104_05.bmp;19958.28;1495.7552;-10270.691;-16182.82;-15049.134;-7935.515;-832.5483;1715.0079;2522.665;589.85724;589.85724;2522.665;1715.0079;-832.5483;-7935.515;-15049.134;-16182.82;-10270.691;1495.7552;19958.28;42353.11;21423.629;35227.324;20882.775;5896.122;1513.5415;133.27628;91.239555;1.0
D104_06.bmp;19928.844;1511.0176;-10777.311;-17111.416;-16103.968;-9031.802;-1059.9747;2504.1729;3625.6333;2212.3398;2212.3398;3625.6333;2504.1729;-1059.9747;-9031.802;-16103.968;-17111.416;-10777.311;1511.0176;19928.844;43819.78;28761.785;34129.94;23445.63;5795.5596;1518.3453;129.41977;91.23558;1.0
D104_07.bmp;19386.18;201.06209;-12468.166;-18454.213;-16726.123;-8720.151;-547.62384;3346.7341;4933.2363;3997.886;3997.886;4933.2363;3346.7341;-547.62384;-8720.151;-16726.123;-18454.213;-12468.166;201.06209;19386.18;42394.01;23199.441;34665.863;23770.578;5737.763;1551.5923;127.35325;90.26338;1.0
D104_08.bmp;19020.88;-29.825468;-11582.023;-15990.044;-12883.37;-5774.482;-136.05801;1095.4745;1059.0028;-31.19622;-31.19622;1059.0028;1095.4745;-136.05801;-5774.482;-12883.37;-15990.044;-11582.023;-29.825468;19020.88;40644.16;22878.332;37695.746;23219.42;5720.724;1543.9902;128.46103;90.19053;1.0
D104_09.bmp;17986.092;-2131.48;-14439.184;-18604.076;-14641.774;-5300.3813;2740.52;5359.4546;5680.0176;3734.3777;3734.3777;5680.0176;5359.4546;2740.52;-5300.3813;-14641.774;-18604.076;-14439.184;-2131.48;17986.092;39780.883;23862.43;35885.395;20910.123;5579.238;1425.066;136.31367;88.038666;1.0
D104_10.bmp;20040.516;2187.5847;-9324.268;-14976.255;-13948.417;-7969.1235;-1730.8241;166.7727;573.01447;-816.42487;-816.42487;573.01447;166.7727;-1730.8241;-7969.1235;-13948.417;-14976.255;-9324.268;2187.5847;20040.516;42270.38;23279.5;35588.055;22534.51;5898.826;1523.9242;128.34067;91.75524;1.0
D11_01.bmp;-12570.446;-5855.7354;-751.1964;434.07443;-1531.2036;-1347.0679;1379.3187;-348.4969;1280.4427;-1606.4453;-1606.4453;1280.4427;-348.4969;1379.3187;-1347.0679;-1531.2036;434.07443;-751.1964;-5855.7354;-12570.446;44673.957;17832.41;14083.921;8808.756;3900.5664;1671.1094;118.43952;54.96997;2.0
D11_02.bmp;-13928.943;-5496.106;-1549.4923;828.7338;-692.6735;-1242.1123;1931.3113;-235.34436;1439.6034;-1987.4099;-1987.4099;1439.6034;-235.34436;1931.3113;-1242.1123;-692.6735;828.7338;-1549.4923;-5496.106;-13928.943;43692.895;15122.765;12130.816;10234.754;3874.1758;1603.3862;122.93585;53.603256;2.0
D11_03.bmp;-13772.196;-4976.5947;-1323.0026;-718.75977;-965.63556;-354.39886;1802.1846;-264.3962;1424.0375;-1967.5942;-1967.5942;1424.0375;-264.3962;1802.1846;-354.39886;-965.63556;-718.75977;-1323.0026;-4976.5947;-13772.196;39685.45;15104.917;12239.249;8729.724;3519.2312;1402.6891;109.30183;50.8552;2.0
D11_04.bmp;-14103.163;-5174.8623;-1084.7411;-633.73486;-1002.8453;15.890791;1851.7458;-272.99698;1323.1477;-1699.743;-1699.743;1323.1477;-272.99698;1851.7458;15.890791;-1002.8453;-633.73486;-1084.7411;-5174.8623;-14103.163;42281.277;17111.436;10882.92;8498.715;3360.5579;1386.114;107.10635;49.42515;2.0
D11_05.bmp;-9875.366;-5848.5522;-2529.4167;-1008.1061;-2017.5074;-1508.7043;1865.204;75.22119;1641.8909;-1155.9673;-1155.9673;1641.8909;75.22119;1865.204;-1508.7043;-2017.5074;-1008.1061;-2529.4167;-5848.5522;-9875.366;40269.312;22620.633;13953.736;9449.624;3844.3286;1756.5375;113.804726;57.542442;2.0
D11_06.bmp;-9579.962;-6306.5747;-3071.9053;-1379.1117;-1779.4913;-1173.516;2010.8988;583.535;1482.8779;-1083.7495;-1083.7495;1482.8779;583.535;2010.8988;-1173.516;-1779.4913;-1379.1117;-3071.9053;-6306.5747;-9579.962;43426.6;19671.914;15742.676;8959.199;3881.4836;1716.9025;115.580376;58.12524;2.0
D11_07.bmp;-9727.296;-6304.793;-3161.63;-1583.3553;-1479.3779;-830.7997;1783.947;517.4976;1807.5896;-1635.3304;-1635.3304;1807.5896;517.4976;1783.947;-830.7997;-1479.3779;-1583.3553;-3161.63;-6304.793;-9727.296;47933.574;18463.16;12194.984;9468.244;3787.124;1723.6598;114.48685;57.66071;2.0
D11_08.bmp;-12626.204;-5260.648;-1407.6196;41.891197;-1272.0374;-1604.4911;1413.0804;-0.6418911;1378.5839;-1826.5809;-1826.5809;1378.5839;-0.6418911;1413.0804;-1604.4911;-1272.0374;41.891197;-1407.6196;-5260.648;-12626.204;45747.207;15420.684;12819.251;9433.42;3873.8994;1659.5159;120.392426;55.278675;2.0
D11_09.bmp;-14015.137;-4754.668;-1164.6256;-309.19925;-1370.6473;-651.18787;1814.8883;29.353355;1421.6313;-1986.3163;-1986.3163;1421.6313;29.353355;1814.8883;-651.18787;-1370.6473;-309.19925;-1164.6256;-4754.668;-14015.137;41367.516;16544.045;12542.308;9043.344;3786.9028;1520.0524;117.46922;52.89575;2.0
