DY
70
44
att1;att2;att3;att4;att5;att6;att7;att8;att9;att10;att11;att12;att13;att14;att15;att16;att17;att18;att19;att20;att21;att22;att23;att24;att25;att26;att27;att28;gabor1;gabor2;gabor3;gabor4;gabor5;gabor6;gabor7;gabor8;gabor9;gabor10;gabor11;gabor12;gabor13;gabor14;gabor15;gabor16
D103_01.bmp;20074.9;3434.317;-6558.4106;-11205.467;-10774.892;-7963.4893;-5636.7554;-5651.4653;-4410.0176;-3787.8057;-3787.8057;-4410.0176;-5651.4653;-5636.7554;-7963.4893;-10774.892;-11205.467;-6558.4106;3434.317;20074.9;37272.195;19946.21;33975.195;22757.13;5675.9644;1529.6758;106.2128;89.864136;1.0052097E7;8534647.0;8077071.0;8567281.0;1.4012585E7;7567347.5;1.3243323E7;1.0045212E7;3.5582496E7;1.7727466E7;3.838924E7;2.390244E7;2.5435612E7;1.8023682E7;3.0828402E7;2.3587498E7;0.0
D103_02.bmp;19510.809;1924.6635;-8896.905;-13750.902;-13266.077;-9980.182;-6289.4355;-4437.8633;-1172.8527;1495.2338;1495.2338;-1172.8527;-4437.8633;-6289.4355;-9980.182;-13266.077;-13750.902;-8896.905;1924.6635;19510.809;36045.965;19312.38;23948.594;17518.576;5589.756;1454.8372;104.75795;88.234436;1.0627512E7;1.0089249E7;5983032.0;7193647.5;1.411976E7;7453673.5;1.0659444E7;8375593.5;3.9757644E7;1.9067392E7;3.7171856E7;1.934351E7;2.6394638E7;1.9073106E7;3.0382012E7;2.1090462E7;0.0
D103_03.bmp;20135.355;3776.5073;-5149.172;-9085.433;-9861.675;-9710.045;-9179.694;-8645.311;-5532.006;-2673.235;-2673.235;-5532.006;-8645.311;-9179.694;-9710.045;-9861.675;-9085.433;-5149.172;3776.5073;20135.355;42206.887;22046.467;32317.404;21814.254;5890.0063;1569.2128;108.48675;90.71263;1.215784E7;5736041.0;8000774.5;9127039.0;1.5001714E7;8818345.0;1.3350277E7;9658303.0;3.905254E7;2.3568268E7;4.5206396E7;2.5782822E7;2.6451732E7;2.1513932E7;3.22262E7;2.3909278E7;0.0
D103_04.bmp;19221.172;1796.5151;-7646.6836;-11471.749;-11718.817;-11105.11;-9986.744;-7947.602;-2717.0962;2156.748;2156.748;-2717.0962;-7947.602;-9986.744;-11105.11;-11718.817;-11471.749;-7646.6836;1796.5151;19221.172;37883.535;24395.266;29868.084;20884.88;5710.6924;1568.9926;106.52845;88.58924;1.0276931E7;6841576.0;9244003.0;8086776.5;1.5305339E7;9272527.0;1.2462991E7;9065112.0;4.3533832E7;2.3672048E7;4.277752E7;2.0997118E7;2.6716494E7;2.2023162E7;3.2011376E7;2.1114744E7;0.0
D103_05.bmp;20060.396;3184.0332;-7899.547;-13278.1;-12965.315;-9421.797;-5771.361;-4907.4937;-3042.962;-1346.9901;-1346.9901;-3042.962;-4907.4937;-5771.361;-9421.797;-12965.315;-13278.1;-7899.547;3184.0332;20060.396;41401.09;21944.48;34881.977;20961.918;5703.866;1622.3665;111.57783;90.652435;8234434.5;7063788.5;8287555.0;7551969.5;1.1620677E7;9275018.0;1.4283891E7;1.0293871E7;3.76857E7;2.1142746E7;4.3336708E7;2.4407874E7;2.5870966E7;2.058382E7;3.1317678E7;2.2948344E7;0.0
D103_06.bmp;20390.732;3772.0872;-7085.943;-12817.174;-13516.06;-10060.552;-6305.45;-4921.917;-3212.0457;-1797.0543;-1797.0543;-3212.0457;-4921.917;-6305.45;-10060.552;-13516.06;-12817.174;-7085.943;3772.0872;20390.732;37268.19;26646.197;32994.21;21328.693;5868.7725;1567.6919;108.345;90.492836;7861106.0;5329469.0;6786905.5;5458522.5;1.3284677E7;8627245.0;1.2801151E7;8882460.0;4.2644548E7;2.358573E7;4.4748844E7;2.5534896E7;2.7295568E7;2.1866358E7;3.2646524E7;2.3195112E7;0.0
D103_07.bmp;19715.822;2645.7815;-8780.344;-15147.429;-15272.575;-10968.805;-5775.6216;-2770.2112;383.18967;2104.9514;2104.9514;383.18967;-2770.2112;-5775.6216;-10968.805;-15272.575;-15147.429;-8780.344;2645.7815;19715.822;40130.92;22385.75;33349.09;23925.209;5898.838;1541.8353;110.60415;89.816154;1.0436448E7;1.0525609E7;5024530.5;8028431.0;1.5419499E7;9803006.0;1.1892594E7;8310485.5;4.019798E7;2.3429322E7;4.6325472E7;2.161216E7;2.7490736E7;2.3544216E7;3.1707492E7;2.0917788E7;0.0
D103_08.bmp;19663.803;3079.6184;-6133.969;-9789.405;-9250.081;-7678.5835;-6740.488;-7710.6646;-6601.853;-5210.4937;-5210.4937;-6601.853;-7710.6646;-6740.488;-7678.5835;-9250.081;-9789.405;-6133.969;3079.6184;19663.803;35475.797;23642.75;32748.012;20714.582;5791.892;1493.0079;101.098;88.12409;1.3323996E7;9295415.0;6034794.0;8721808.0;1.3330437E7;7910000.0;1.107748E7;9516462.0;3.955154E7;1.8538086E7;3.88209E7;2.328589E7;2.7213942E7;1.8957058E7;3.196614E7;2.3600484E7;0.0
D103_09.bmp;19893.842;2652.038;-6808.664;-10625.671;-11179.785;-10524.096;-9634.322;-8227.972;-3888.7615;77.921165;77.921165;-3888.7615;-8227.972;-9634.322;-10524.096;-11179.785;-10625.671;-6808.664;2652.038;19893.842;41294.254;24814.19;39588.062;22179.906;5847.905;1588.3932;107.47795;89.76028;6508133.0;7051138.5;9601116.0;9736483.0;1.4250845E7;1.1088796E7;1.5722281E7;1.0573033E7;4.5753344E7;2.3236226E7;4.3031268E7;2.7359022E7;2.7151438E7;2.11871E7;3.2534992E7;2.3701142E7;0.0
D103_10.bmp;20043.123;3134.1584;-7311.435;-12503.992;-12306.324;-9282.78;-6237.608;-5397.7886;-3411.6848;-1930.4323;-1930.4323;-3411.6848;-5397.7886;-6237.608;-9282.78;-12306.324;-12503.992;-7311.435;3134.1584;20043.123;39198.176;19959.404;27343.252;21299.838;5613.87;1555.831;106.997826;89.77067;7929134.0;6773622.5;5830813.0;7535577.5;1.4908277E7;8184557.5;1.241019E7;1.1705046E7;3.4919396E7;1.8790554E7;4.0054656E7;2.4188438E7;2.5666028E7;1.8250822E7;3.0955672E7;2.4120528E7;0.0
